,close_NVDA,close_MSFT,close_AMD,close_AVGO,close_GOOGL,close_META,close_TSLA,close_PLTR,close_SMCI,close_INTC,close_QQQ,close_SPY,volume_NVDA,volume_MSFT,volume_AMD,volume_AVGO,volume_GOOGL,volume_META,volume_TSLA,volume_PLTR,volume_SMCI,volume_INTC,volume_QQQ,volume_SPY
2020-11-19 00:00:00,13.399346351623535,204.2069091796875,85.54000091552734,34.34809112548828,87.32620239257812,271.2677307128906,166.42333984375,18.979999542236328,2.996000051498413,41.24163055419922,283.5852966308594,333.5441589355469,141484000.0,6198175.0,12529200.0,3638750.0,5026500.0,3240925.0,46856475.0,14056350.0,627750.0,7367275.0,5679600.0,14985225.0
2020-11-19 06:00:00,13.399346351623535,204.2069091796875,85.54000091552734,34.34809112548828,87.32620239257812,271.2677307128906,166.42333984375,18.979999542236328,2.996000051498413,41.24163055419922,283.5852966308594,333.5441589355469,141484000.0,6198175.0,12529200.0,3638750.0,5026500.0,3240925.0,46856475.0,14056350.0,627750.0,7367275.0,5679600.0,14985225.0
2020-11-19 12:00:00,13.399346351623535,204.2069091796875,85.54000091552734,34.34809112548828,87.32620239257812,271.2677307128906,166.42333984375,18.979999542236328,2.996000051498413,41.24163055419922,283.5852966308594,333.5441589355469,141484000.0,6198175.0,12529200.0,3638750.0,5026500.0,3240925.0,46856475.0,14056350.0,627750.0,7367275.0,5679600.0,14985225.0
2020-11-19 18:00:00,13.399346351623535,204.2069091796875,85.54000091552734,34.34809112548828,87.32620239257812,271.2677307128906,166.42333984375,18.979999542236328,2.996000051498413,41.24163055419922,283.5852966308594,333.5441589355469,141484000.0,6198175.0,12529200.0,3638750.0,5026500.0,3240925.0,46856475.0,14056350.0,627750.0,7367275.0,5679600.0,14985225.0
2020-11-20 00:00:00,13.047918319702148,202.25538635253906,84.63999938964844,34.25872802734375,86.22430419921875,268.0475769042969,163.20333862304688,18.149999618530273,2.99399995803833,41.03370666503906,281.6454772949219,331.2602233886719,85272000.0,5710775.0,8752100.0,4035000.0,6923500.0,4528675.0,24683925.0,18026000.0,1006250.0,6049825.0,6476825.0,17604325.0
2020-11-20 06:00:00,13.047918319702148,202.25538635253906,84.63999938964844,34.25872802734375,86.22430419921875,268.0475769042969,163.20333862304688,18.149999618530273,2.99399995803833,41.03370666503906,281.6454772949219,331.2602233886719,85272000.0,5710775.0,8752100.0,4035000.0,6923500.0,4528675.0,24683925.0,18026000.0,1006250.0,6049825.0,6476825.0,17604325.0
2020-11-20 12:00:00,13.047918319702148,202.25538635253906,84.63999938964844,34.25872802734375,86.22430419921875,268.0475769042969,163.20333862304688,18.149999618530273,2.99399995803833,41.03370666503906,281.6454772949219,331.2602233886719,85272000.0,5710775.0,8752100.0,4035000.0,6923500.0,4528675.0,24683925.0,18026000.0,1006250.0,6049825.0,6476825.0,17604325.0
2020-11-20 18:00:00,13.047918319702148,202.25538635253906,84.63999938964844,34.25872802734375,86.22430419921875,268.0475769042969,163.20333862304688,18.149999618530273,2.99399995803833,41.03370666503906,281.6454772949219,331.2602233886719,85272000.0,5710775.0,8752100.0,4035000.0,6923500.0,4528675.0,24683925.0,18026000.0,1006250.0,6049825.0,6476825.0,17604325.0
2020-11-21 00:00:00,13.047918319702148,202.25538635253906,84.63999938964844,34.25872802734375,86.22430419921875,268.0475769042969,163.20333862304688,18.149999618530273,2.99399995803833,41.03370666503906,281.6454772949219,331.2602233886719,85272000.0,5710775.0,8752100.0,4035000.0,6923500.0,4528675.0,24683925.0,18026000.0,1006250.0,6049825.0,6476825.0,17604325.0
2020-11-21 06:00:00,13.047918319702148,202.25538635253906,84.63999938964844,34.25872802734375,86.22430419921875,268.0475769042969,163.20333862304688,18.149999618530273,2.99399995803833,41.03370666503906,281.6454772949219,331.2602233886719,85272000.0,5710775.0,8752100.0,4035000.0,6923500.0,4528675.0,24683925.0,18026000.0,1006250.0,6049825.0,6476825.0,17604325.0
2020-11-21 12:00:00,13.047918319702148,202.25538635253906,84.63999938964844,34.25872802734375,86.22430419921875,268.0475769042969,163.20333862304688,18.149999618530273,2.99399995803833,41.03370666503906,281.6454772949219,331.2602233886719,85272000.0,5710775.0,8752100.0,4035000.0,6923500.0,4528675.0,24683925.0,18026000.0,1006250.0,6049825.0,6476825.0,17604325.0
2020-11-21 18:00:00,13.047918319702148,202.25538635253906,84.63999938964844,34.25872802734375,86.22430419921875,268.0475769042969,163.20333862304688,18.149999618530273,2.99399995803833,41.03370666503906,281.6454772949219,331.2602233886719,85272000.0,5710775.0,8752100.0,4035000.0,6923500.0,4528675.0,24683925.0,18026000.0,1006250.0,6049825.0,6476825.0,17604325.0
2020-11-22 00:00:00,13.047918319702148,202.25538635253906,84.63999938964844,34.25872802734375,86.22430419921875,268.0475769042969,163.20333862304688,18.149999618530273,2.99399995803833,41.03370666503906,281.6454772949219,331.2602233886719,85272000.0,5710775.0,8752100.0,4035000.0,6923500.0,4528675.0,24683925.0,18026000.0,1006250.0,6049825.0,6476825.0,17604325.0
2020-11-22 06:00:00,13.047918319702148,202.25538635253906,84.63999938964844,34.25872802734375,86.22430419921875,268.0475769042969,163.20333862304688,18.149999618530273,2.99399995803833,41.03370666503906,281.6454772949219,331.2602233886719,85272000.0,5710775.0,8752100.0,4035000.0,6923500.0,4528675.0,24683925.0,18026000.0,1006250.0,6049825.0,6476825.0,17604325.0
2020-11-22 12:00:00,13.047918319702148,202.25538635253906,84.63999938964844,34.25872802734375,86.22430419921875,268.0475769042969,163.20333862304688,18.149999618530273,2.99399995803833,41.03370666503906,281.6454772949219,331.2602233886719,85272000.0,5710775.0,8752100.0,4035000.0,6923500.0,4528675.0,24683925.0,18026000.0,1006250.0,6049825.0,6476825.0,17604325.0
